Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,imageURL,thumbURL
69024-00011,Optical,N/A,SPEEDCRAFT / S3,NOSE BRIDGE KIT - REGULAR,Sunglass Parts and Lenses,Soft Tact Neon Orange,#N/A,FALSE,69024-00011,69024-00011,,,,,,,,,,,,,,15,15,KR,100% Nylon,Speedcraft® and S3® compatible replacement nose bridge and pads.,Compatible with Speedcraft® and S3® performance sunglasses. Comes with one standard nose pad and one alternative fit nose pad.,,
69024-00012,Optical,N/A,SPEEDCRAFT / S3,NOSE BRIDGE KIT - REGULAR,Sunglass Parts and Lenses,Soft Tact Two Tone Blue,#N/A,FALSE,69024-00012,69024-00012,,,,,,,,,,,,,,15,15,KR,100% Nylon,Speedcraft® and S3® compatible replacement nose bridge and pads.,Compatible with Speedcraft® and S3® performance sunglasses. Comes with one standard nose pad and one alternative fit nose pad.,,
69024-00013,Optical,N/A,SPEEDCRAFT / S3,NOSE BRIDGE KIT - REGULAR,Sunglass Parts and Lenses,Soft Tact Two Tone Orange,#N/A,FALSE,69024-00013,69024-00013,,,,,,,,,,,,,,15,15,KR,100% Nylon,Speedcraft® and S3® compatible replacement nose bridge and pads.,Compatible with Speedcraft® and S3® performance sunglasses. Comes with one standard nose pad and one alternative fit nose pad.,,
69024-00014,Optical,N/A,SPEEDCRAFT / S3,NOSE BRIDGE KIT - REGULAR,Sunglass Parts and Lenses,Soft Tact Dark Grey,#N/A,FALSE,69024-00014,69024-00014,,,,,,,,,,,,,,15,15,KR,100% Nylon,Speedcraft® and S3® compatible replacement nose bridge and pads.,Compatible with Speedcraft® and S3® performance sunglasses. Comes with one standard nose pad and one alternative fit nose pad.,,
69024-00015,Optical,N/A,SPEEDCRAFT / S3,NOSE BRIDGE KIT - REGULAR,Sunglass Parts and Lenses,Polished Translucent Grey,#N/A,FALSE,69024-00015,69024-00015,,,,,,,,,,,,,,15,15,KR,100% Nylon,Speedcraft® and S3® compatible replacement nose bridge and pads.,Compatible with Speedcraft® and S3® performance sunglasses. Comes with one standard nose pad and one alternative fit nose pad.,,
69026-00001,Optical,N/A,S3,REPLACEMENT LENS,Sunglass Parts and Lenses,HiPER Blue Multilayer Mirror,#N/A,FALSE,69026-00001,69026-00001,,,,,,,,,,,,,,60,60,CN,100% Polycarbonate (PC),Replacement lens that fits S3,"•Designed in California
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate
•5.5 base cylindrical shield lens cut for S3
•100% UV Protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Scratch resistant lens coating of the highest quality
•Full range of interchangeable replacement lenses available for all light conditions
•CE and ANSI Certified",https://fs.amplifi.io//file?id=69d671ea-2146-4520-a01b-40cba668f6c3,https://fs.amplifi.io//file?id=69d671ea-2146-4520-a01b-40cba668f6c3&variant=thumb&extension=png
69026-00002,Optical,N/A,S3,REPLACEMENT LENS,Sunglass Parts and Lenses,HiPER Red Multilayer Mirror,#N/A,FALSE,69026-00002,69026-00002,,,,,,,,,,,,,,60,60,CN,100% Polycarbonate (PC),Replacement lens that fits S3,"•Designed in California
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate
•5.5 base cylindrical shield lens cut for S3
•100% UV Protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Scratch resistant lens coating of the highest quality
•Full range of interchangeable replacement lenses available for all light conditions
•CE and ANSI Certified",https://fs.amplifi.io//file?id=6bbc8166-3c09-485f-b518-bbb3771a6a11,https://fs.amplifi.io//file?id=6bbc8166-3c09-485f-b518-bbb3771a6a11&variant=thumb&extension=png
69026-00003,Optical,N/A,S3,REPLACEMENT LENS,Sunglass Parts and Lenses,HiPER Coral,#N/A,FALSE,69026-00003,69026-00003,,,,,,,,,,,,,,60,60,CN,100% Polycarbonate (PC),Replacement lens that fits S3,"•Designed in California
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate
•5.5 base cylindrical shield lens cut for S3
•100% UV Protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Scratch resistant lens coating of the highest quality
•Full range of interchangeable replacement lenses available for all light conditions
•CE and ANSI Certified",https://fs.amplifi.io//file?id=cd085722-4406-42b0-9698-c7b081e11726,https://fs.amplifi.io//file?id=cd085722-4406-42b0-9698-c7b081e11726&variant=thumb&extension=png
69026-00004,Optical,N/A,S3,REPLACEMENT LENS,Sunglass Parts and Lenses,Soft Gold Mirror,#N/A,FALSE,69026-00004,69026-00004,,,,,,,,,,,,,,50,50,CN,100% Polycarbonate (PC),Replacement lens that fits S3,"•Designed in California
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate
•5.5 base cylindrical shield lens cut for S3
•100% UV Protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Scratch resistant lens coating of the highest quality
•Full range of interchangeable replacement lenses available for all light conditions
•CE and ANSI Certified",https://fs.amplifi.io//file?id=29bd4876-4d23-492a-8023-73f342dee840,https://fs.amplifi.io//file?id=29bd4876-4d23-492a-8023-73f342dee840&variant=thumb&extension=png
69026-00005,Optical,N/A,S3,REPLACEMENT LENS,Sunglass Parts and Lenses,Smoke,#N/A,FALSE,69026-00005,69026-00005,,,,,,,,,,,,,,40,40,CN,100% Polycarbonate (PC),Replacement lens that fits S3,"•Designed in California
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate
•5.5 base cylindrical shield lens cut for S3
•100% UV Protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Scratch resistant lens coating of the highest quality
•Full range of interchangeable replacement lenses available for all light conditions
•CE and ANSI Certified",https://fs.amplifi.io//file?id=1308bc85-db0b-45cc-ae96-198d9b8cd528,https://fs.amplifi.io//file?id=1308bc85-db0b-45cc-ae96-198d9b8cd528&variant=thumb&extension=png
69026-00006,Optical,N/A,S3,REPLACEMENT LENS,Sunglass Parts and Lenses,Photochromic Clear/Smoke,#N/A,FALSE,69026-00006,69026-00006,,,,,,,,,,,,,,70,70,CN,100% Polycarbonate (PC),Replacement lens that fits S3,"•Designed in California
•Ultra HD lenses manufactured from shatter proof and impact resistant polycarbonate
•5.5 base cylindrical shield lens cut for S3
•100% UV Protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Scratch resistant lens coating of the highest quality
•Full range of interchangeable replacement lenses available for all light conditions
•CE and ANSI Certified",https://fs.amplifi.io//file?id=5116afe1-9bf8-4f62-91b8-a8d13db17537,https://fs.amplifi.io//file?id=5116afe1-9bf8-4f62-91b8-a8d13db17537&variant=thumb&extension=png
